customer_id,first_purchase_date,last_purchase_date,total_orders,total_spend,avg_order_value,discount_usage_%,region,customer_segment,preferred_payment,recency_days,churn,customer_lifetime_days,spend_per_day,order_frequency,recency_group,high_value_customer,used_discount,aov_category,customer_age_days,R_score,F_score,M_score,RFM_score
CUST3472,2023-06-26,2024-03-14,15,83935,5595.67,20.0,South,Low Value,Net Banking,740,No,262,319.1444866920152,0.057034220532319393,Very Lost,0,1,Low,1002,5,4,3,543
CUST3473,2023-02-01,2023-10-30,11,142779,12979.91,0.0,South,Low Value,UPI,876,Yes,271,524.9227941176471,0.04044117647058824,Very Lost,1,0,Medium,1147,4,3,4,434
CUST3474,2023-07-05,2024-02-22,13,39586,3045.08,0.0,South,High Value,Credit Card,761,No,232,169.89699570815452,0.055793991416309016,Very Lost,0,0,Low,993,5,3,1,531
CUST3475,2023-01-22,2023-08-01,7,125297,17899.57,15.0,North,High Value,UPI,966,Yes,191,652.5885416666666,0.036458333333333336,Very Lost,1,1,High,1157,2,2,4,224
CUST3476,2023-07-08,2024-02-23,4,127478,31869.5,10.0,West,Low Value,Net Banking,760,No,230,551.8528138528138,0.017316017316017316,Very Lost,1,1,High,990,5,1,4,514
CUST3477,2023-07-20,2023-11-23,2,196912,38704.20375,5.0,West,High Value,Credit Card,852,No,126,1550.4881889763778,0.015748031496062992,Very Lost,1,1,High,978,4,1,5,415
CUST3478,2023-06-24,2023-08-11,8,71135,8891.88,5.0,West,Low Value,Credit Card,956,Yes,48,1451.734693877551,0.16326530612244897,Very Lost,0,1,Medium,1004,2,2,2,222
CUST3479,2023-05-24,2023-06-04,4,151246,37811.5,10.0,West,Low Value,UPI,1024,Yes,11,12603.833333333334,0.3333333333333333,Very Lost,1,1,High,1035,1,1,4,114
CUST3480,2023-05-01,2023-07-05,1,82150,38704.20375,5.0,South,Low Value,Credit Card,993,Yes,65,1244.6969696969697,0.015151515151515152,Very Lost,0,1,High,1058,2,1,3,213
CUST3481,2023-04-24,2023-12-28,9,80958,8995.33,20.0,South,High Value,Debit Card,817,No,248,325.13253012048193,0.03614457831325301,Very Lost,0,1,Medium,1065,5,3,2,532
CUST3482,2023-04-26,2023-06-28,11,170655,15514.09,25.0,East,High Value,Net Banking,1000,Yes,63,2666.484375,0.171875,Very Lost,1,1,High,1063,2,3,5,235
CUST3483,2023-05-20,2023-06-26,13,97720,7516.92,15.0,North,Low Value,Net Banking,1002,Yes,37,2571.5789473684213,0.34210526315789475,Very Lost,0,1,Medium,1039,2,3,3,233
CUST3484,2023-02-12,2023-08-19,3,184271,38704.20375,15.0,West,Low Value,Debit Card,948,Yes,188,974.978835978836,0.015873015873015872,Very Lost,1,1,High,1136,3,1,5,315
CUST3485,2023-04-01,2023-04-25,16,27488,1718.0,5.0,South,Low Value,UPI,1064,Yes,24,1099.52,0.64,Very Lost,0,1,Low,1088,1,4,1,141
CUST3486,2023-05-06,2023-06-22,12,174223,14518.58,5.0,East,High Value,Net Banking,1006,Yes,47,3629.6458333333335,0.25,Very Lost,1,1,High,1053,2,3,5,235
CUST3487,2023-05-17,2024-01-09,11,197029,17911.73,20.0,West,Low Value,UPI,805,No,237,827.8529411764706,0.046218487394957986,Very Lost,1,1,High,1042,5,3,5,535
CUST3488,2023-04-24,2023-05-19,10,76884,7688.4,10.0,East,High Value,Net Banking,1040,Yes,25,2957.076923076923,0.38461538461538464,Very Lost,0,1,Medium,1065,1,3,2,132
CUST3489,2023-03-31,2023-12-18,14,83243,5945.93,25.0,West,Low Value,Net Banking,827,No,262,316.51330798479086,0.053231939163498096,Very Lost,0,1,Low,1089,5,4,3,543
CUST3490,2023-06-09,2024-01-01,17,17516,1030.35,20.0,North,Mid Value,Credit Card,813,No,206,84.61835748792271,0.0821256038647343,Very Lost,0,1,Low,1019,5,4,1,541
CUST3491,2023-01-18,2023-03-18,17,36925,2172.06,5.0,South,Low Value,Debit Card,1102,Yes,59,615.4166666666666,0.2833333333333333,Very Lost,0,1,Low,1161,1,4,1,141
CUST3492,2023-05-10,2023-07-04,5,132658,26531.6,15.0,North,Low Value,Credit Card,994,Yes,55,2368.8928571428573,0.08928571428571429,Very Lost,1,1,High,1049,2,1,4,214
CUST3493,2023-05-20,2023-12-07,14,57393,4099.5,15.0,West,Low Value,Net Banking,838,No,201,284.1237623762376,0.06930693069306931,Very Lost,0,1,Low,1039,4,4,2,442
CUST3494,2023-02-18,2023-12-15,15,37316,2487.73,20.0,East,Mid Value,UPI,830,No,300,123.9734219269103,0.04983388704318937,Very Lost,0,1,Low,1130,5,4,1,541
CUST3495,2023-05-09,2023-09-11,20,197921,9896.05,0.0,South,Mid Value,Credit Card,925,Yes,125,1570.8015873015872,0.15873015873015872,Very Lost,1,0,Medium,1050,3,5,5,355
CUST3496,2023-04-17,2024-01-05,11,183719,16701.73,15.0,South,High Value,UPI,809,No,263,695.905303030303,0.041666666666666664,Very Lost,1,1,High,1072,5,3,5,535
CUST3497,2023-03-02,2023-12-10,19,112842,5939.05,15.0,North,High Value,Debit Card,835,No,283,397.33098591549293,0.06690140845070422,Very Lost,1,1,Low,1118,4,5,3,453
CUST3498,2023-07-02,2023-12-15,14,13697,978.36,20.0,East,High Value,Debit Card,830,No,166,82.01796407185628,0.08383233532934131,Very Lost,0,1,Low,996,5,4,1,541
CUST3499,2023-05-14,2023-06-09,1,147540,38704.20375,0.0,East,High Value,Net Banking,1019,Yes,26,5464.444444444444,0.037037037037037035,Very Lost,1,0,High,1045,1,1,4,114
CUST3500,2023-06-05,2023-07-22,15,99712,6647.47,5.0,West,Low Value,Credit Card,976,Yes,47,2077.3333333333335,0.3125,Very Lost,0,1,Medium,1023,2,4,3,243
CUST3501,2023-07-12,2024-01-17,8,1182,147.75,20.0,East,Mid Value,UPI,797,No,189,6.221052631578948,0.042105263157894736,Very Lost,0,1,Low,986,5,2,1,521
CUST3502,2023-01-07,2023-06-04,10,68497,6849.7,20.0,North,Low Value,Net Banking,1024,Yes,148,459.71140939597313,0.06711409395973154,Very Lost,0,1,Medium,1172,1,3,2,132
CUST3503,2023-01-08,2023-08-20,3,110944,36981.33,20.0,South,Mid Value,Credit Card,947,Yes,224,493.08444444444444,0.013333333333333334,Very Lost,1,1,High,1171,3,1,3,313
CUST3504,2023-04-26,2023-10-26,4,115795,28948.75,10.0,South,Mid Value,Credit Card,880,Yes,183,629.320652173913,0.021739130434782608,Very Lost,1,1,High,1063,4,1,3,413
CUST3505,2023-01-21,2023-07-05,13,136756,10519.69,25.0,West,Low Value,Credit Card,993,Yes,165,823.8313253012049,0.0783132530120482,Very Lost,1,1,Medium,1158,2,3,4,234
CUST3506,2023-04-01,2023-11-11,2,65385,32692.5,0.0,East,High Value,UPI,864,No,224,290.6,0.008888888888888889,Very Lost,0,0,High,1088,4,1,2,412
CUST3507,2023-01-25,2023-08-08,10,179928,17992.8,10.0,West,Low Value,Debit Card,959,Yes,195,918.0,0.05102040816326531,Very Lost,1,1,High,1154,2,3,5,235
CUST3508,2023-06-12,2024-02-09,10,153182,15318.2,25.0,East,High Value,Credit Card,774,No,242,630.3786008230453,0.0411522633744856,Very Lost,1,1,High,1016,5,3,4,534
CUST3509,2023-01-16,2023-06-24,8,16676,2084.5,20.0,West,Low Value,Net Banking,1004,Yes,159,104.225,0.05,Very Lost,0,1,Low,1163,2,2,1,221
CUST3510,2023-05-20,2024-02-16,3,142911,38704.20375,15.0,North,High Value,Debit Card,767,No,272,523.4835164835165,0.01098901098901099,Very Lost,1,1,High,1039,5,1,4,514
CUST3511,2023-02-04,2023-08-15,3,133382,38704.20375,10.0,West,High Value,Net Banking,952,Yes,192,691.098445595855,0.015544041450777202,Very Lost,1,1,High,1144,3,1,4,314
CUST3512,2023-04-18,2023-11-27,7,177243,25320.43,0.0,North,Mid Value,Debit Card,848,No,223,791.2633928571429,0.03125,Very Lost,1,0,High,1071,4,2,5,425
CUST3513,2023-06-21,2023-08-25,16,74807,4675.44,20.0,South,Low Value,Net Banking,942,Yes,65,1133.439393939394,0.24242424242424243,Very Lost,0,1,Low,1007,3,4,2,342
CUST3514,2023-06-23,2024-03-12,3,41194,13731.33,0.0,West,Mid Value,Debit Card,742,No,263,156.03787878787878,0.011363636363636364,Very Lost,0,0,Medium,1005,5,1,1,511
CUST3515,2023-05-17,2023-10-19,6,43185,7197.5,10.0,South,High Value,Net Banking,887,Yes,155,276.8269230769231,0.038461538461538464,Very Lost,0,1,Medium,1042,4,2,2,422
CUST3516,2023-04-28,2024-02-06,18,130601,7255.61,25.0,North,High Value,UPI,777,No,284,458.24912280701756,0.06315789473684211,Very Lost,1,1,Medium,1061,5,5,4,554
CUST3517,2023-04-21,2023-05-05,1,1582,1582.0,0.0,West,Mid Value,Credit Card,1054,Yes,14,105.46666666666667,0.06666666666666667,Very Lost,0,0,Low,1068,1,1,1,111
CUST3518,2023-05-08,2023-12-11,19,76959,4050.47,0.0,South,High Value,UPI,834,No,217,353.0229357798165,0.0871559633027523,Very Lost,0,0,Low,1051,4,5,2,452
CUST3519,2023-02-16,2023-09-28,5,158394,31678.8,10.0,East,High Value,Net Banking,908,Yes,224,703.9733333333334,0.022222222222222223,Very Lost,1,1,High,1132,3,1,5,315
CUST3520,2023-03-22,2023-09-01,10,182280,18228.0,25.0,West,Mid Value,Net Banking,935,Yes,163,1111.4634146341464,0.06097560975609756,Very Lost,1,1,High,1098,3,3,5,335
CUST3521,2023-03-24,2023-09-26,16,175065,10941.56,10.0,West,Low Value,UPI,910,Yes,186,936.1764705882352,0.0855614973262032,Very Lost,1,1,Medium,1096,3,4,5,345
CUST3522,2023-07-18,2023-08-09,11,63931,5811.91,5.0,West,Mid Value,Debit Card,958,Yes,22,2779.608695652174,0.4782608695652174,Very Lost,0,1,Low,980,2,3,2,232
CUST3523,2023-05-21,2024-02-09,12,49443,4120.25,15.0,West,Mid Value,UPI,774,No,264,186.57735849056604,0.045283018867924525,Very Lost,0,1,Low,1038,5,3,2,532
CUST3524,2023-03-14,2023-12-26,9,111716,12412.89,10.0,North,Mid Value,UPI,819,No,287,387.90277777777777,0.03125,Very Lost,1,1,Medium,1106,5,3,3,533
CUST3525,2023-05-15,2023-12-01,15,120983,8065.53,15.0,East,Low Value,UPI,844,No,200,601.905472636816,0.07462686567164178,Very Lost,1,1,Medium,1044,4,4,4,444
CUST3526,2023-03-14,2023-04-16,9,112602,12511.33,0.0,West,Low Value,Credit Card,1073,Yes,33,3311.823529411765,0.2647058823529412,Very Lost,1,0,Medium,1106,1,3,3,133
CUST3527,2023-03-09,2023-06-07,13,135610,10431.54,5.0,North,High Value,Credit Card,1021,Yes,90,1490.2197802197802,0.14285714285714285,Very Lost,1,1,Medium,1111,1,3,4,134
CUST3528,2023-04-04,2023-05-09,3,108825,36275.0,25.0,West,Low Value,Credit Card,1050,Yes,35,3022.9166666666665,0.08333333333333333,Very Lost,1,1,High,1085,1,1,3,113
CUST3529,2023-05-29,2023-07-03,9,91460,10162.22,10.0,South,unknown,Debit Card,995,Yes,35,2540.5555555555557,0.25,Very Lost,0,1,Medium,1030,2,3,3,233
CUST3530,2023-04-11,2023-11-13,1,159832,38704.20375,15.0,South,High Value,UPI,862,No,216,736.552995391705,0.004608294930875576,Very Lost,1,1,High,1078,4,1,5,415
CUST3531,2023-05-31,2023-12-04,6,135737,22622.83,25.0,West,High Value,UPI,841,No,187,722.0053191489362,0.031914893617021274,Very Lost,1,1,High,1028,4,2,4,424
CUST3532,2023-07-20,2023-10-16,18,144803,8044.61,0.0,East,High Value,Credit Card,890,Yes,88,1627.0,0.20224719101123595,Very Lost,1,0,Medium,978,4,5,4,454
CUST3533,2023-03-05,2023-10-23,14,119739,8552.79,0.0,East,High Value,Net Banking,883,Yes,232,513.9012875536481,0.060085836909871244,Very Lost,1,0,Medium,1115,4,4,3,443
CUST3534,2023-01-19,2023-05-27,2,86777,38704.20375,0.0,North,Mid Value,Credit Card,1032,Yes,128,672.6899224806201,0.015503875968992248,Very Lost,0,0,High,1160,1,1,3,113
CUST3535,2023-04-11,2023-06-06,9,130945,14549.44,25.0,North,unknown,Net Banking,1022,Yes,56,2297.280701754386,0.15789473684210525,Very Lost,1,1,High,1078,1,3,4,134
CUST3536,2023-02-18,2023-10-22,16,91597,5724.81,25.0,West,Mid Value,Credit Card,884,Yes,246,370.83805668016197,0.06477732793522267,Very Lost,0,1,Low,1130,4,4,3,443
CUST3537,2023-04-12,2023-07-08,16,126935,7933.44,15.0,North,Low Value,Net Banking,990,Yes,87,1442.4431818181818,0.18181818181818182,Very Lost,1,1,Medium,1077,2,4,4,244
CUST3538,2023-05-18,2024-03-11,5,195040,38704.20375,5.0,North,Low Value,Debit Card,743,No,298,652.3076923076923,0.016722408026755852,Very Lost,1,1,High,1041,5,1,5,515
CUST3539,2023-04-01,2023-08-06,6,114621,19103.5,10.0,West,Mid Value,Net Banking,961,Yes,127,895.4765625,0.046875,Very Lost,1,1,High,1088,2,2,3,223
CUST3540,2023-03-07,2023-07-20,8,113669,14208.62,10.0,West,Mid Value,Debit Card,978,Yes,135,835.8014705882352,0.058823529411764705,Very Lost,1,1,High,1113,2,2,3,223
CUST3541,2023-05-26,2023-10-06,18,90930,5051.67,15.0,West,Low Value,Debit Card,900,Yes,133,678.5820895522388,0.13432835820895522,Very Lost,0,1,Low,1033,3,5,3,353
CUST3542,2023-03-31,2023-07-24,16,140945,8809.06,5.0,North,High Value,Debit Card,974,Yes,115,1215.0431034482758,0.13793103448275862,Very Lost,1,1,Medium,1089,2,4,4,244
CUST3543,2023-04-16,2023-08-20,3,10197,3399.0,0.0,North,Low Value,Net Banking,947,Yes,126,80.29133858267717,0.023622047244094488,Very Lost,0,0,Low,1073,3,1,1,311
CUST3544,2023-02-10,2023-05-20,12,92346,7695.5,0.0,North,Low Value,Net Banking,1039,Yes,99,923.46,0.12,Very Lost,0,0,Medium,1138,1,3,3,133
CUST3545,2023-01-23,2023-06-09,12,158732,13227.67,15.0,North,Low Value,UPI,1019,Yes,137,1150.231884057971,0.08695652173913043,Very Lost,1,1,Medium,1156,1,3,5,135
CUST3546,2023-04-25,2023-11-25,11,100366,9124.18,20.0,West,High Value,Credit Card,850,No,214,466.8186046511628,0.05116279069767442,Very Lost,0,1,Medium,1064,4,3,3,433
CUST3547,2023-05-24,2024-01-01,6,45381,7563.5,25.0,North,Mid Value,Debit Card,813,No,222,203.50224215246638,0.026905829596412557,Very Lost,0,1,Medium,1035,5,2,2,522
CUST3548,2023-03-18,2023-06-27,16,140914,8807.12,20.0,West,High Value,Net Banking,1001,Yes,101,1381.5098039215686,0.1568627450980392,Very Lost,1,1,Medium,1102,2,4,4,244
CUST3549,2023-04-24,2023-10-02,6,35363,5893.83,5.0,West,High Value,UPI,904,Yes,161,218.29012345679013,0.037037037037037035,Very Lost,0,1,Low,1065,3,2,1,321
CUST3550,2023-04-13,2023-09-09,10,99201,9920.1,5.0,East,Mid Value,Debit Card,927,Yes,149,661.34,0.06666666666666667,Very Lost,0,1,Medium,1076,3,3,3,333
CUST3551,2023-07-04,2023-12-14,10,113394,11339.4,25.0,North,High Value,Credit Card,831,No,163,691.4268292682926,0.06097560975609756,Very Lost,1,1,Medium,994,5,3,3,533
CUST3552,2023-05-14,2023-07-11,12,132594,11049.5,5.0,West,High Value,Debit Card,987,Yes,58,2247.35593220339,0.2033898305084746,Very Lost,1,1,Medium,1045,2,3,4,234
CUST3553,2023-07-03,2023-08-31,2,24608,12304.0,10.0,North,Low Value,Debit Card,936,Yes,59,410.1333333333333,0.03333333333333333,Very Lost,0,1,Medium,995,3,1,1,311
CUST3554,2023-04-24,2024-01-06,11,179072,16279.27,25.0,North,Low Value,Net Banking,808,No,257,694.077519379845,0.04263565891472868,Very Lost,1,1,High,1065,5,3,5,535
CUST3555,2023-01-30,2023-03-26,13,19699,1515.31,0.0,South,Low Value,UPI,1094,Yes,55,351.76785714285717,0.23214285714285715,Very Lost,0,0,Low,1149,1,3,1,131
CUST3556,2023-01-29,2023-02-26,3,99974,33324.67,10.0,North,Mid Value,UPI,1122,Yes,28,3447.3793103448274,0.10344827586206896,Very Lost,0,1,High,1150,1,1,3,113
CUST3557,2023-04-04,2023-04-27,18,147568,8198.22,15.0,North,Low Value,Credit Card,1062,Yes,23,6148.666666666667,0.75,Very Lost,1,1,Medium,1085,1,5,4,154
CUST3558,2023-04-19,2023-09-13,1,85009,38704.20375,10.0,East,Mid Value,Net Banking,923,Yes,147,574.3851351351351,0.006756756756756757,Very Lost,0,1,High,1070,3,1,3,313
CUST3559,2023-04-16,2023-09-13,5,3367,673.4,25.0,South,Mid Value,Net Banking,923,Yes,150,22.29801324503311,0.033112582781456956,Very Lost,0,1,Low,1073,3,1,1,311
CUST3560,2023-06-17,2023-08-06,11,158447,14404.27,10.0,East,High Value,Debit Card,961,Yes,50,3106.8039215686276,0.21568627450980393,Very Lost,1,1,High,1011,2,3,5,235
CUST3561,2023-03-08,2023-12-11,20,145260,7263.0,0.0,South,High Value,UPI,834,No,278,520.6451612903226,0.07168458781362007,Very Lost,1,0,Medium,1112,4,5,4,454
CUST3562,2023-03-25,2023-11-07,11,120596,10963.27,5.0,South,Mid Value,Credit Card,868,No,227,528.9298245614035,0.04824561403508772,Very Lost,1,1,Medium,1095,4,3,4,434
CUST3563,2023-06-05,2024-02-12,8,163746,20468.25,15.0,South,High Value,Net Banking,771,No,252,647.2173913043479,0.03162055335968379,Very Lost,1,1,High,1023,5,2,5,525
CUST3564,2023-01-07,2023-02-11,1,70724,38704.20375,5.0,South,Mid Value,Credit Card,1137,Yes,35,1964.5555555555557,0.027777777777777776,Very Lost,0,1,High,1172,1,1,2,112
CUST3565,2023-03-17,2023-03-28,6,110839,18473.17,5.0,West,Mid Value,Net Banking,1092,Yes,11,9236.583333333334,0.5,Very Lost,1,1,High,1103,1,2,3,123
CUST3566,2023-05-30,2023-10-13,20,140003,7000.15,15.0,West,High Value,Credit Card,893,Yes,136,1021.9197080291971,0.145985401459854,Very Lost,1,1,Medium,1029,4,5,4,454
CUST3567,2023-07-18,2024-01-01,4,129981,32495.25,15.0,South,Low Value,Credit Card,813,No,167,773.6964285714286,0.023809523809523808,Very Lost,1,1,High,980,5,1,4,514
CUST3568,2023-05-24,2024-02-15,14,157800,11271.43,0.0,North,unknown,Net Banking,768,No,267,588.8059701492538,0.05223880597014925,Very Lost,1,0,Medium,1035,5,4,4,544
CUST3569,2023-01-04,2023-10-17,5,64342,12868.4,25.0,West,Low Value,Debit Card,889,Yes,286,224.18815331010452,0.017421602787456445,Very Lost,0,1,Medium,1175,4,1,2,412
CUST3570,2023-04-28,2023-09-14,10,17959,1795.9,0.0,South,High Value,Net Banking,922,Yes,139,128.27857142857144,0.07142857142857142,Very Lost,0,0,Low,1061,3,3,1,331
CUST3571,2023-03-11,2023-05-13,1,84079,38704.20375,10.0,West,Mid Value,Net Banking,1046,Yes,63,1313.734375,0.015625,Very Lost,0,1,High,1109,1,1,3,113
CUST3572,2023-01-24,2023-10-11,13,148481,11421.62,20.0,North,Low Value,UPI,895,Yes,260,568.8927203065134,0.04980842911877394,Very Lost,1,1,Medium,1155,3,3,4,334
CUST3573,2023-05-08,2023-10-07,20,175757,8787.85,25.0,East,Low Value,Debit Card,899,Yes,152,1148.7385620915034,0.13071895424836602,Very Lost,1,1,Medium,1051,3,5,5,355
CUST3574,2023-06-20,2023-12-12,4,72411,18102.75,25.0,East,High Value,Net Banking,833,No,175,411.4261363636364,0.022727272727272728,Very Lost,0,1,High,1008,4,1,2,412
CUST3575,2023-06-18,2024-02-28,3,93258,31086.0,10.0,South,Mid Value,Debit Card,755,No,255,364.2890625,0.01171875,Very Lost,0,1,High,1010,5,1,3,513
CUST3576,2023-05-07,2023-10-21,14,102317,7308.36,10.0,West,Low Value,Credit Card,885,Yes,167,609.0297619047619,0.08333333333333333,Very Lost,1,1,Medium,1052,4,4,3,443
CUST3577,2023-06-20,2024-02-28,5,84929,16985.8,20.0,West,Low Value,Net Banking,755,No,253,334.36614173228344,0.01968503937007874,Very Lost,0,1,High,1008,5,1,3,513
CUST3578,2023-03-03,2023-11-23,2,23668,11834.0,20.0,West,Mid Value,UPI,852,No,265,88.97744360902256,0.007518796992481203,Very Lost,0,1,Medium,1117,4,1,1,411
CUST3579,2023-03-11,2023-04-04,13,101030,7771.54,20.0,South,High Value,UPI,1085,Yes,24,4041.2,0.52,Very Lost,0,1,Medium,1109,1,3,3,133
CUST3580,2023-01-01,2023-07-12,14,60550,4325.0,20.0,West,High Value,Credit Card,986,Yes,192,313.73056994818654,0.07253886010362694,Very Lost,0,1,Low,1178,2,4,2,242
CUST3581,2023-05-19,2023-08-20,18,121876,6770.89,15.0,West,Low Value,Debit Card,947,Yes,93,1296.5531914893618,0.19148936170212766,Very Lost,1,1,Medium,1040,3,5,4,354
CUST3582,2023-01-08,2023-09-17,8,178481,22310.12,5.0,East,High Value,UPI,919,Yes,252,705.4584980237154,0.03162055335968379,Very Lost,1,1,High,1171,3,2,5,325
CUST3583,2023-05-25,2024-01-15,17,199659,11744.65,10.0,West,Mid Value,Debit Card,799,No,235,846.0127118644068,0.07203389830508475,Very Lost,1,1,Medium,1034,5,4,5,545
CUST3584,2023-04-10,2023-11-03,18,11679,648.83,20.0,South,Low Value,UPI,872,No,207,56.14903846153846,0.08653846153846154,Very Lost,0,1,Low,1079,4,5,1,451
CUST3585,2023-03-11,2023-11-22,17,42495,2499.71,10.0,South,High Value,Net Banking,853,No,256,165.3501945525292,0.06614785992217899,Very Lost,0,1,Low,1109,4,4,2,442
CUST3586,2023-05-21,2023-11-24,8,78359,9794.88,25.0,East,High Value,Debit Card,851,No,187,416.8031914893617,0.0425531914893617,Very Lost,0,1,Medium,1038,4,2,2,422
CUST3587,2023-04-25,2023-07-03,8,135272,16909.0,10.0,West,High Value,UPI,995,Yes,69,1932.4571428571428,0.11428571428571428,Very Lost,1,1,High,1064,2,2,4,224
CUST3588,2023-04-30,2023-06-01,7,165852,23693.14,0.0,East,High Value,Net Banking,1027,Yes,32,5025.818181818182,0.21212121212121213,Very Lost,1,0,High,1059,1,2,5,125
CUST3589,2023-03-06,2023-12-11,2,79042,38704.20375,5.0,West,Mid Value,Credit Card,834,No,280,281.288256227758,0.0071174377224199285,Very Lost,0,1,High,1114,4,1,2,412
CUST3590,2023-07-19,2023-11-21,20,166049,8302.45,10.0,East,High Value,Net Banking,854,No,125,1317.8492063492063,0.15873015873015872,Very Lost,1,1,Medium,979,4,5,5,455
CUST3591,2023-04-11,2023-11-10,16,17218,1076.12,0.0,West,Mid Value,Credit Card,865,No,213,80.45794392523365,0.07476635514018691,Very Lost,0,0,Low,1078,4,4,1,441
CUST3592,2023-01-07,2023-08-10,16,190803,11925.19,0.0,West,Mid Value,Debit Card,957,Yes,215,883.3472222222222,0.07407407407407407,Very Lost,1,0,Medium,1172,2,4,5,245
CUST3593,2023-01-01,2023-02-03,7,58401,8343.0,5.0,South,Mid Value,Credit Card,1145,Yes,33,1717.6764705882354,0.20588235294117646,Very Lost,0,1,Medium,1178,1,2,2,122
CUST3594,2023-05-25,2023-08-23,2,20992,10496.0,15.0,West,High Value,Net Banking,944,Yes,90,230.6813186813187,0.02197802197802198,Very Lost,0,1,Medium,1034,3,1,1,311
CUST3595,2023-02-05,2023-08-11,3,39916,13305.33,20.0,South,High Value,Net Banking,956,Yes,187,212.31914893617022,0.015957446808510637,Very Lost,0,1,Medium,1143,2,1,1,211
CUST3596,2023-02-28,2023-07-14,15,72627,4841.8,5.0,North,High Value,Credit Card,984,Yes,136,530.1240875912408,0.10948905109489052,Very Lost,0,1,Low,1120,2,4,2,242
CUST3597,2023-02-09,2023-11-13,12,145521,12126.75,15.0,West,Mid Value,Debit Card,862,No,277,523.456834532374,0.04316546762589928,Very Lost,1,1,Medium,1139,4,3,4,434
CUST3598,2023-01-24,2023-09-04,2,148298,38704.20375,0.0,South,High Value,Debit Card,932,Yes,223,662.0446428571429,0.008928571428571428,Very Lost,1,0,High,1155,3,1,4,314
CUST3599,2023-06-17,2024-03-16,14,131562,9397.29,15.0,West,High Value,Debit Card,738,No,273,480.15328467153284,0.051094890510948905,Very Lost,1,1,Medium,1011,5,4,4,544
CUST3600,2023-03-17,2023-05-19,13,65335,5025.77,25.0,North,Mid Value,Debit Card,1040,Yes,63,1020.859375,0.203125,Very Lost,0,1,Low,1103,1,3,2,132
CUST3601,2023-05-02,2023-08-28,10,37315,3731.5,20.0,North,Low Value,Debit Card,939,Yes,118,313.57142857142856,0.08403361344537816,Very Lost,0,1,Low,1057,3,3,1,331
CUST3602,2023-01-18,2023-09-06,13,50615,3893.46,10.0,West,Mid Value,UPI,930,Yes,231,218.16810344827587,0.05603448275862069,Very Lost,0,1,Low,1161,3,3,2,332
CUST3603,2023-06-28,2023-11-14,11,21100,1918.18,25.0,West,Low Value,Net Banking,861,No,139,150.71428571428572,0.07857142857142857,Very Lost,0,1,Low,1000,4,3,1,431
CUST3604,2023-05-16,2023-07-13,12,149081,12423.42,20.0,West,Mid Value,UPI,985,Yes,58,2526.7966101694915,0.2033898305084746,Very Lost,1,1,Medium,1043,2,3,4,234
CUST3605,2023-02-05,2023-10-18,18,101063,5614.61,15.0,West,Mid Value,Debit Card,888,Yes,255,394.77734375,0.0703125,Very Lost,0,1,Low,1143,4,5,3,453
CUST3606,2023-03-20,2023-12-15,14,106594,7613.86,20.0,West,High Value,Net Banking,830,No,270,393.3357933579336,0.05166051660516605,Very Lost,1,1,Medium,1100,5,4,3,543
CUST3607,2023-01-02,2023-10-03,3,97820,32606.67,5.0,South,Mid Value,Net Banking,903,Yes,274,355.7090909090909,0.01090909090909091,Very Lost,0,1,High,1177,3,1,3,313
CUST3608,2023-03-03,2023-11-10,4,54553,13638.25,0.0,South,High Value,Credit Card,865,No,252,215.62450592885375,0.015810276679841896,Very Lost,0,0,Medium,1117,4,1,2,412
CUST3609,2023-02-02,2023-04-12,17,174813,10283.12,0.0,South,Low Value,Credit Card,1077,Yes,69,2497.3285714285716,0.24285714285714285,Very Lost,1,0,Medium,1146,1,4,5,145
CUST3610,2023-03-03,2023-06-29,5,77173,15434.6,15.0,North,Mid Value,UPI,999,Yes,118,648.5126050420168,0.04201680672268908,Very Lost,0,1,High,1117,2,1,2,212
CUST3611,2023-01-24,2023-04-05,14,192237,13731.21,25.0,South,Mid Value,Credit Card,1084,Yes,71,2669.9583333333335,0.19444444444444445,Very Lost,1,1,Medium,1155,1,4,5,145
CUST3612,2023-02-22,2023-10-24,11,15943,1449.36,5.0,West,Mid Value,UPI,882,Yes,244,65.0734693877551,0.044897959183673466,Very Lost,0,1,Low,1126,4,3,1,431
CUST3613,2023-02-14,2023-06-09,14,127388,9099.14,20.0,South,Mid Value,UPI,1019,Yes,115,1098.1724137931035,0.1206896551724138,Very Lost,1,1,Medium,1134,1,4,4,144
CUST3614,2023-03-25,2023-07-16,9,83635,9292.78,0.0,South,High Value,UPI,982,Yes,113,733.640350877193,0.07894736842105263,Very Lost,0,0,Medium,1095,2,3,3,233
CUST3615,2023-01-08,2023-09-10,6,142838,23806.33,10.0,East,High Value,Net Banking,926,Yes,245,580.6422764227642,0.024390243902439025,Very Lost,1,1,High,1171,3,2,4,324
CUST3616,2023-07-03,2023-10-16,4,89941,22485.25,0.0,North,Low Value,UPI,890,Yes,105,848.5,0.03773584905660377,Very Lost,0,0,High,995,4,1,3,413
CUST3617,2023-02-12,2023-03-21,9,1705,189.44,0.0,South,High Value,Debit Card,1099,Yes,37,44.86842105263158,0.23684210526315788,Very Lost,0,0,Low,1136,1,3,1,131
CUST3618,2023-04-04,2023-06-03,18,79095,4394.17,10.0,South,Mid Value,UPI,1025,Yes,60,1296.639344262295,0.29508196721311475,Very Lost,0,1,Low,1085,1,5,2,152
